Timestamp,Open,High,Low,Close,Volume,Adj Close,SMA_50,SMA_200,RSI_14
2020-05-07 13:00:00,17.75,17.8700008392334,17.350000381469727,17.440000534057617,81265100,6.948426723480225,,,
2020-05-08 13:00:00,17.739999771118164,18.57999992370605,17.709999084472656,18.479999542236328,83232700,7.362781524658203,,,
2020-05-11 13:00:00,18.299999237060547,18.93000030517578,18.11000061035156,18.149999618530277,65061500,7.231300830841064,,,
2020-05-12 13:00:00,18.530000686645508,18.82999992370605,18.1299991607666,18.13999938964844,71837200,7.227319240570068,,,
2020-05-13 13:00:00,18.26000022888184,18.350000381469727,17.520000457763672,17.59000015258789,87222300,7.008188247680664,,,
2020-05-14 13:00:00,17.399999618530273,17.469999313354492,16.719999313354492,17.399999618530273,119653200,6.932487487792969,,,
2020-05-15 13:00:00,17.989999771118164,18.190000534057617,17.149999618530273,17.149999618530273,133733100,6.832883358001709,,,
2020-05-18 13:00:00,18.100000381469727,18.540000915527344,17.920000076293945,18.540000915527344,116999500,7.386686325073242,,,
2020-05-19 13:00:00,18.51000022888184,18.93000030517578,18.40999984741211,18.68000030517578,80131600,7.442464828491211,,,
2020-05-20 13:00:00,19.09000015258789,19.440000534057617,19.059999465942383,19.299999237060547,74595100,7.689485549926758,,,
2020-05-21 13:00:00,19.5,19.770000457763672,19.06999969482422,19.190000534057617,81327000,7.645659923553467,,,
2020-05-22 13:00:00,18.799999237060547,18.899999618530277,18.350000381469727,18.670000076293945,71259400,7.438480854034424,,,
2020-05-25 13:00:00,19.479999542236328,19.559999465942383,19.26000022888184,19.479999542236328,38033000,7.761199474334717,,,
2020-05-26 13:00:00,19.979999542236328,20.09000015258789,19.32999992370605,19.670000076293945,68716900,7.836899757385254,,,68.13003991159471
2020-05-27 13:00:00,19.799999237060547,19.93000030517578,19.149999618530277,19.93000030517578,74790800,7.940488815307617,,,69.42273764626299
2020-05-28 13:00:00,19.690000534057617,20.07999992370605,19.450000762939453,19.770000457763672,65023000,7.876741409301758,,,61.66362086771941
2020-05-29 13:00:00,19.549999237060547,20.34000015258789,19.299999237060547,20.34000015258789,128832600,8.103839874267578,,,68.97749620055356
2020-06-01 13:00:00,20.149999618530277,20.559999465942383,20.0,20.32999992370605,86579500,8.09985637664795,,,68.97743897089067
2020-06-02 13:00:00,20.75,21.399999618530277,20.600000381469727,21.399999618530277,77235100,8.526164054870605,,,80.28614147776592
2020-06-03 13:00:00,21.86000061035156,21.90999984741211,21.40999984741211,21.46999931335449,86219700,8.554055213928223,,,82.98219430886708
2020-06-04 13:00:00,21.38999938964844,21.780000686645508,21.040000915527344,21.43000030517578,107401400,8.538118362426758,,,85.90603541669385
2020-06-05 13:00:00,22.290000915527344,23.030000686645508,22.059999465942383,22.100000381469727,114137700,8.805057525634766,,,83.96944629576421
2020-06-08 13:00:00,22.549999237060547,22.59000015258789,22.01000022888184,22.530000686645508,82444400,8.976378440856934,,,84.81011425435142
2020-06-09 13:00:00,22.030000686645508,22.040000915527344,21.63999938964844,21.71999931335449,96488300,8.653657913208008,,,71.1537954546691
2020-06-10 13:00:00,21.88999938964844,21.899999618530277,21.0,21.399999618530277,102551100,8.526164054870605,,,68.63400989790277
2020-06-12 13:00:00,20.6200008392334,21.170000076293945,20.100000381469727,20.600000381469727,116746700,8.207429885864258,,,65.53946193050908
2020-06-15 13:00:00,19.809999465942383,21.09000015258789,19.540000915527344,20.700000762939453,99931000,8.247272491455078,,,61.09094525275916
2020-06-16 13:00:00,21.559999465942383,21.90999984741211,21.170000076293945,21.3700008392334,94510600,8.514211654663086,,,64.21404494854258
2020-06-17 13:00:00,21.479999542236328,21.850000381469727,21.149999618530277,21.440000534057617,63268700,8.542101860046387,,,63.039733300591216
2020-06-18 13:00:00,21.18000030517578,21.770000457763672,21.07999992370605,21.600000381469727,56893300,8.605847358703613,,,65.80310645206232
2020-06-19 13:00:00,22.0,22.21999931335449,21.21999931335449,21.46999931335449,91139800,8.554055213928223,,,60.560812391866236
2020-06-22 13:00:00,21.600000381469727,21.600000381469727,20.899999618530277,20.950000762939453,45419000,8.346877098083496,,,55.290129992353386
2020-06-23 13:00:00,21.21999931335449,22.06999969482422,21.13999938964844,21.649999618530277,78950900,8.625768661499023,,,52.27686830164542
2020-06-24 13:00:00,21.489999771118164,21.559999465942383,20.709999084472656,21.0,65162400,8.36679744720459,,,46.128471784064814
2020-06-25 13:00:00,20.90999984741211,21.46999931335449,20.729999542236328,21.46999931335449,47263500,8.554055213928223,,,50.30769485714496
2020-06-26 13:00:00,21.209999084472656,21.46999931335449,20.780000686645508,20.84000015258789,55499300,8.30305004119873,,,40.24767239747044
2020-06-29 13:00:00,21.100000381469727,21.65999984741211,20.93000030517578,21.65999984741211,59809600,8.629754066467285,,,43.64962830280061
2020-06-30 13:00:00,21.34000015258789,21.799999237060547,21.09000015258789,21.549999237060547,65010600,8.58592700958252,,,48.61789041905237
2020-07-01 13:00:00,21.75,22.25,21.520000457763672,21.709999084472656,78983900,8.649675369262695,,,52.58767889932087
2020-07-02 13:00:00,22.100000381469727,22.209999084472656,21.86000061035156,22.059999465942383,56345900,8.789119720458984,,,63.176876121213795
2020-07-03 13:00:00,21.950000762939453,22.18000030517578,21.799999237060547,21.979999542236328,24060000,8.757247924804688,,,61.59421672452775
2020-07-06 13:00:00,22.38999938964844,22.86000061035156,22.309999465942383,22.51000022888184,58070900,8.968408584594727,,,60.594809597750505
2020-07-07 13:00:00,22.34000015258789,22.46999931335449,22.13999938964844,22.229999542236328,46591300,8.856852531433105,,,57.06620877473944
